,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0673693694,3.2368163839,3.447975021,3.5378959588,3.5539703225,3.5097923754,3.3807301661,3.3054756895,3.342961228,3.4330635934,3.4524192506,3.4193005884,3.3394623323,3.1779369381,3.0505225417,3.2319561626,3.8155036086,4.5437668288,4.8581257815,4.9208290036,4.7697776198,4.3173589247,4.049834807,4.1734647249,4.4814616957,4.5550864865,4.4546115196,4.1848331662,3.6222176317,3.17674431,3.3979256653,4.4001515093,5.6600733081,6.240133005,6.4107756715,6.1607086396,5.3156109831,4.7845661475,4.9501607878,5.4595185094,5.6456943518,5.5894796425,5.1703983426,4.1495989509,3.3271818165,3.3126955412,4.10529877,5.1421836423,5.7785878118,6.1921193568,6.0361320816,5.0674933545,4.3321246546,4.2581510397,4.5762181974,4.9882032693,5.4579621461,5.3210649006,4.2700598882,3.3640625124,3.0485805186,3.1841480171,3.460694736,4.0049369671,4.7590241354,4.8386680632,3.9468936258,3.0620995455,2.566968978,2.435547646,3.1601695092,4.4948932106,4.9346191611,4.1309344197,3.3286543867,2.9115932384,2.7032225097,2.5561001428,2.9398332328,3.6996930782,3.8970360104,3.2867898526,2.5957594739,2.1124323117,1.9133963305,2.6633931916,4.0977452215,4.6459707573,3.9849089374,3.2875328188,2.9477263479,2.8214478043,2.7059653789,2.8239485496,3.1151253558,3.2683948277,3.2421770744,3.2347666285,3.3615996897,3.6172139471,3.9965103972,4.4787656645,4.492255221,3.8297120697,3.2386498599,3.0142553673,3.0478961543,3.0720888125,3.013819031,2.9160199465,2.9968840794,3.3618543751,3.8205287576,4.3373022427,4.8787117167,5.0121361613,4.8738381375,4.5181692915,3.7958745792,3.2259815223,3.0585043008,3.2029089674,3.360840424,3.3420578198,3.2194415142,3.2359101169,3.4566552516,3.6766248639,3.7508169778,3.8664747017,4.1842743978,4.6629759854,4.6539330424,3.9166565629,3.2634804192,3.1206787463,3.4209271401,3.7687356272,3.8134424537,3.6730785919,3.6277428132,3.6873040829,3.5640427201,2.8773195216,2.2257281602,2.7797583974,4.2042174052,4.7502474632,4.0429476988,3.304235905,3.262221589,3.9078080817,4.6002404128,4.4539951073,3.7811385092,3.6788454027,4.3378520651,4.6227663551,3.4772657698,2.0820655377,2.2666075925,3.5776720755,4.1867143904,3.7390912336,3.2174214094,3.4681797467,4.6132764103,5.7794356828,5.2491355849,3.6452775756,3.4843382356,5.3167352037,6.5707256641,5.1691685886,3.0205792073,2.3834915513,2.8098743606,3.1273704545,3.11401886,3.0354469818,3.4992844957,4.7182488664,5.9413757483,5.2971404857,3.4692062847,3.3049026032,5.4534495694,7.0138490373,5.7175618168,3.5388807773,2.5831471727,2.4803929367,2.5887482837,2.7879478462,2.9400423846,3.2810897215,3.967075289,4.6531420352,4.2807179203,3.2370943475,3.1455227251,4.3792181443,5.285400834,4.5803747949,3.3680312019,2.7959566023,2.6692469351,2.7016671335,2.8398150975,2.9542860065,3.0810617046,3.2788723387,3.4765701761,3.3685833351,3.066744857,3.040393298,3.3976225083,3.66062018,3.4587960802,3.1100357434,2.9430128009,2.9023264667,2.9099535642,2.9513540196,2.9860983529
